Text Length     Pattern Length  Naive Search Time (ms)   Rabin-Karp Time (ms)
1000000         50              7.298922538757324         40.77303409576416        
2500000         50              16.24767780303955         112.41071224212646       
5000000         50              33.38634967803955         154.97732162475586       
1000            100             0.0                       0.10051727294921875
5000            100             0.0                       0.3980398178100586       
100000          100             0.6014347076416016        2.872633934020996        
500000          100             3.3994674682617188        22.29793071746826        
1000000         100             7.398557662963867         35.74626445770264        
2500000         100             16.634202003479004        97.5275993347168
5000000         100             33.90369415283203         222.15192317962646       
1000            250             0.0                       0.10833740234375
5000            250             0.0                       0.1999378204345703       
100000          250             0.40373802185058594       4.053473472595215        
500000          250             3.600478172302246         17.424345016479492       
1000000         250             7.514643669128418         45.540666580200195       
2500000         250             16.6170597076416          118.25888156890869       
5000000         250             33.69297981262207         235.32273769378662       
1000            500             0.0                       0.09937286376953125      
5000            500             0.0                       0.3818988800048828       
100000          500             0.603175163269043         6.798887252807617        
500000          500             3.480696678161621         43.439555168151855       
1000000         500             7.277393341064453         67.38593578338623        
2500000         500             16.066908836364746        207.79433250427246       
5000000         500             33.7543249130249          315.38872718811035       
1000            1000            2.2970199584960938        0.0
5000            1000            0.0                       0.49762725830078125      
100000          1000            0.5995035171508789        7.34400749206543
500000          1000            3.7073373794555664        52.19128131866455        
1000000         1000            7.400822639465332         130.34169673919678       
2500000         1000            16.047978401184082        198.6363410949707        
5000000         1000            33.39684009552002         539.7006034851074   

Kada 1000 puta
Text Length     Pattern Length  Rabin-Karp Time (ms)      Naive Search Time (ms)   
1000            5               0.0                       0.0306193828582763675000
5000            5               0.025917768478393555      0.07520198822021484100000  
100000          5               0.6519463062286377        0.07499456405639648       
500000          5               4.428615570068359         0.09029912948608398
1000000         5               9.031389474868774         0.09527945518493652
2500000         5               20.386231899261475        0.1521918773651123
1000            10              0.015018224716186523      0.11884069442749023
5000            10              0.03571295738220215       0.22313761711120605
100000          10              0.7362523078918457        4.31914210319519
500000          10              4.630545139312744         20.01859974861145
1000000         10              10.335901021957397        34.29586386680603        
2500000         10              19.970502614974976        54.03413939476013        
1000            25              0.002992391586303711      0.02708125114440918      
5000            25              0.01731133460998535       0.16130518913269043      
100000          25              0.657996416091919         3.9939064979553223       
500000          25              4.241345643997192         19.594831466674805       
1000000         25              8.766033172607422         40.11118793487549  
1000            50              0.0019028186798095703     0.032912492752075195     
5000            50              0.02191758155822754       0.1888260841369629       
100000          50              0.6822161674499512        3.949831008911133        
500000          50              4.188653230667114         18.901549100875854       
1000000         50              8.897652387619019         64.06584930419922        
2500000         50              32.82390522956848         145.02112793922424       
1000            100             0.0069429874420166016     0.03898024559020996      
5000            100             0.04350876808166504       0.2811610698699951       
100000          100             0.9313819408416748        5.676714897155762
500000          100             5.998861789703369         27.40898895263672        
1000000         100             8.625906229019165         39.27177381515503        
2500000         100             19.671029567718506        102.26274061203003       
1000            250             0.001794576644897461      0.03440999984741211      
5000            250             0.028687477111816406      0.22872161865234375      
100000          250             0.6991372108459473        4.282202243804932        
500000          250             4.428828001022339         20.962100982666016       
1000000         250             9.063412189483643         42.05052995681763 
2500000         250             28.383312940597534        95.96701860427856        
1000            500             0.0009963512420654297     0.05314064025878906      
5000            500             0.023023605346679688      0.37652039527893066      
100000          500             0.6285240650177002        8.473663091659546        
500000          500             4.233642578125            47.7301709651947
1000000         500             8.689618587493896         86.60439944267273 
2500000         500             21.973209381103516        228.23783206939697       
1000            1000            2.3204755783081055        0.0009980201721191406    
5000            1000            0.031098604202270508      0.42168378829956055      
100000          1000            0.6751086711883545        10.627511739730835       
500000          1000            4.146228075027466         78.44162201881409        
1000000         1000            8.83913540840149          170.89659714698792       
2500000         1000            26.792144298553467        432.33301305770874   

Reserva:
1000            100             0.0069429874420166016     0.03898024559020996
5000            100             0.04350876808166504       0.2811610698699951
100000          100             0.9313819408416748        5.676714897155762
500000          100             5.998861789703369         27.40898895263672
1000000         100             8.625906229019165         39.27177381515503
2500000         100             19.671029567718506        102.26274061203003
1000            250             0.001794576644897461      0.03440999984741211
5000            250             0.028687477111816406      0.22872161865234375
100000          250             0.6991372108459473        4.282202243804932
500000          250             4.428828001022339         20.962100982666016
1000000         250             9.063412189483643         42.05052995681763
2500000         250             28.383312940597534        95.96701860427856        
1000            500             0.0009963512420654297     0.05314064025878906      
5000            500             0.023023605346679688      0.37652039527893066      
100000          500             0.6285240650177002        8.473663091659546        
500000          500             4.233642578125            47.7301709651947
1000000         500             8.689618587493896         86.60439944267273        
2500000         500             21.973209381103516        228.23783206939697       
1000            1000            2.3204755783081055        0.0009980201721191406    
5000            1000            0.031098604202270508      0.42168378829956055      
100000          1000            0.6751086711883545        10.627511739730835       
500000          1000            4.146228075027466         78.44162201881409        
1000000         1000            8.83913540840149          170.89659714698792       
2500000         1000            26.792144298553467        432.33301305770874  
